period,aid,cid,action,coll_status
202502,ins202412210001,0000000469,0,1
202502,ins202501080002,0000000506,0,1
202502,ins202408310001,0000000245,0,1
202502,ins202411250001,0000000417,0,1
202502,ins202409170001,0000000279,0,1
202502,ins202501010002,0000000492,0,1
202502,ins202412230002,0000000474,0,1
202502,ins202501020002,0000000494,0,1
202502,ins202501270001,0000000543,0,1
202502,ins202412260001,0000000479,0,1
202502,ins202412290001,0000000485,0,1
202502,ins202411240001,0000000415,0,1
202502,ins202408300001,0000000243,0,7
202502,ins202410020002,0000000310,0,7
202502,ins202406070002,0000000076,0,7
202502,ins202407300002,0000000182,0,7
202502,ins202407120001,0000000145,0,1
202502,ins202412040002,0000000436,0,1
202502,ins202410250002,0000000356,0,1
202502,ins202409240002,0000000294,0,1
202502,ins202501200001,0000000529,0,1
202502,ins202407150001,0000000151,0,1
202502,ins202410060002,0000000318,0,7
202502,ins202411010002,0000000370,0,1
202502,ins202407050001,0000000131,0,1
202502,ins202409190002,0000000284,0,1
202502,ins202409030001,0000000251,0,1
202502,ins202408010001,0000000185,0,1
202502,ins202410140001,0000000333,0,1
202502,ins202410310001,0000000367,0,1
202502,ins202406010002,0000000064,0,1
202502,ins202406080002,0000000078,0,1
202502,ins202409100001,0000000265,0,1
202502,ins202501090002,0000000508,0,1
202502,ins202411240002,0000000416,0,1
202502,ins202410280001,0000000361,0,1
202502,ins202410160001,0000000337,0,1
202502,ins202411050001,0000000377,0,1
202502,ins202407010002,0000000124,0,1
202502,ins202501170001,0000000523,0,1
202502,ins202501110001,0000000511,0,1
202502,ins202411130002,0000000394,0,1
202502,ins202409150002,0000000276,0,1
202502,ins202405030002,0000000006,0,1
202502,ins202501120001,0000000513,0,1
202502,ins202411170002,0000000402,0,1
202502,ins202411110002,0000000390,0,1
202502,ins202410110001,0000000327,0,1
202502,ins202405160002,0000000032,0,7
202502,ins202410030001,0000000311,0,1
202502,ins202408030001,0000000189,0,1
202502,ins202501300002,0000000550,0,1
202502,ins202409140001,0000000273,0,1
202502,ins202501270002,0000000544,0,1
202502,ins202406190001,0000000099,0,1
202502,ins202406140002,0000000090,0,1
202502,ins202406290001,0000000119,0,1
202502,ins202411120001,0000000391,0,1
202502,ins202411170001,0000000401,0,1
202502,ins202405100002,0000000020,0,7
202502,ins202409150001,0000000275,0,1
202502,ins202405310002,0000000062,0,1
202502,ins202501290001,0000000547,0,1
202502,ins202408150001,0000000213,0,1
202502,ins202406190002,0000000100,0,1
202502,ins202409270002,0000000300,0,1
202502,ins202405310001,0000000061,0,1
202502,ins202407310001,0000000183,0,1
202502,ins202408180002,0000000220,0,1
202502,ins202410290002,0000000364,0,1
202502,ins202408210001,0000000225,0,7
202502,ins202410090001,0000000323,0,1
202502,ins202412050001,0000000437,0,1
202502,ins202411180001,0000000403,0,1
202502,ins202411080001,0000000383,0,1
202502,ins202412130001,0000000453,0,1
202502,ins202408280002,0000000240,0,7
202502,ins202412190001,0000000465,0,1
202502,ins202405160001,0000000031,0,1
202502,ins202405110002,0000000022,0,1
202502,ins202501110002,0000000512,0,1
202502,ins202409200001,0000000285,0,1
202502,ins202410260002,0000000358,0,1
202502,ins202410070001,0000000319,0,1
202502,ins202501260002,0000000542,0,1
202502,ins202411300002,0000000428,0,1
202502,ins202501310002,0000000552,0,1
202502,ins202409110002,0000000268,0,1
202502,ins202411040002,0000000376,0,1
202502,ins202409070002,0000000260,0,1
202502,ins202501230002,0000000536,0,1
202502,ins202410070002,0000000320,0,1
202502,ins202407180002,0000000158,0,1
202502,ins202412040001,0000000435,0,1
202502,ins202412080002,0000000444,0,1
202502,ins202411280002,0000000424,0,1
202502,ins202408100001,0000000203,0,1
202502,ins202501240001,0000000537,0,1
202502,ins202408200002,0000000224,0,7
202502,ins202412140001,0000000455,0,1
202502,ins202408240001,0000000231,0,1
202502,ins202501310001,0000000551,0,1
202502,ins202410220001,0000000349,0,1
202502,ins202501240002,0000000538,0,1
202502,ins202501070002,0000000504,0,1
202502,ins202405120002,0000000024,0,7
202502,ins202406240001,0000000109,0,1
202502,ins202405140001,0000000027,0,7
202502,ins202407300001,0000000181,0,7
202502,ins202410050002,0000000316,0,1
202502,ins202410170002,0000000340,0,1
202502,ins202412240001,0000000475,0,1
202502,ins202501190001,0000000527,0,1
202502,ins202501080001,0000000505,0,1
202502,ins202410100002,0000000326,0,1
202502,ins202412200001,0000000467,0,1
202502,ins202411190002,0000000406,0,1
202502,ins202408310002,0000000246,0,7
202502,ins202407220002,0000000166,0,7
202502,ins202411100002,0000000388,0,1
202502,ins202412090001,0000000445,0,1
202502,ins202409080001,0000000261,0,7
202502,ins202408040002,0000000192,0,1
202502,ins202406040001,0000000069,0,1
202502,ins202410290001,0000000363,0,1
202502,ins202410220002,0000000350,0,1
202502,ins202412090002,0000000446,0,1
202502,ins202501300001,0000000549,0,1
202502,ins202406120001,0000000085,0,1
202502,ins202406260001,0000000113,0,1
202502,ins202410200001,0000000345,0,1
202502,ins202407190001,0000000159,0,1
202502,ins202412010002,0000000430,0,1
202502,ins202501020001,0000000493,0,1
202502,ins202405040002,0000000008,0,1
202502,ins202408170001,0000000217,0,7
202502,ins202407230001,0000000167,0,1
202502,ins202408070002,0000000198,0,7
202502,ins202411030002,0000000374,0,1
202502,ins202411140001,0000000395,0,7
202502,ins202408060001,0000000195,0,7
202502,ins202409040001,0000000253,0,7
202502,ins202409300001,0000000305,0,1
202502,ins202408130002,0000000210,0,7
202502,ins202407210002,0000000164,0,1
202502,ins202501180001,0000000525,0,1
202502,ins202412170001,0000000461,0,1
202502,ins202410300002,0000000366,0,7
202502,ins202405080002,0000000016,0,7
202502,ins202408120001,0000000207,0,1
202502,ins202407290002,0000000180,0,1
202502,ins202406250002,0000000112,0,7
202502,ins202409090002,0000000264,0,7
202502,ins202410270002,0000000360,0,1
202502,ins202409290002,0000000304,0,1
202502,ins202406110002,0000000084,0,1
202502,ins202412220002,0000000472,0,1
202502,ins202407070002,0000000136,0,7
202502,ins202405130001,0000000025,0,7
202502,ins202405060001,0000000011,0,1
202502,ins202501200002,0000000530,0,2
202502,ins202408090001,0000000201,0,1
202502,ins202412180001,0000000463,0,1
202502,ins202501190002,0000000528,0,2
202502,ins202412060002,0000000440,0,1
202502,ins202408080001,0000000199,0,1
202502,ins202407080002,0000000138,0,7
202502,ins202411070001,0000000381,0,1
202502,ins202408080002,0000000200,0,7
202502,ins202407120002,0000000146,0,2
202502,ins202408070001,0000000197,0,2
202502,ins202412110002,0000000450,0,2
202502,ins202408220001,0000000227,0,2
202502,ins202409130001,0000000271,0,2
202502,ins202409210001,0000000287,0,2
202502,ins202407230002,0000000168,0,2
202502,ins202409180001,0000000281,0,2
202502,ins202408290001,0000000241,0,2
202502,ins202406090002,0000000080,0,2
202502,ins202407210001,0000000163,0,2
202502,ins202501230001,0000000535,0,2
202502,ins202501040001,0000000497,0,2
202502,ins202407240002,0000000170,0,2
202502,ins202412160001,0000000459,0,2
202502,ins202406260002,0000000114,0,2
202502,ins202412300002,0000000488,0,2
202502,ins202501140001,0000000517,0,2
202502,ins202406100002,0000000082,0,2
202502,ins202405250002,0000000050,0,2
202502,ins202411220002,0000000412,0,2
202502,ins202406280001,0000000117,0,2
202502,ins202501090001,0000000507,0,2
202502,ins202406220001,0000000105,0,2
202502,ins202412150001,0000000457,0,2
202502,ins202410110002,0000000328,0,2
202502,ins202405220002,0000000044,0,2
202502,ins202406050001,0000000071,0,2
202502,ins202406200001,0000000101,0,2
202502,ins202411090001,0000000385,0,2
202502,ins202408120002,0000000208,0,2
202502,ins202409050002,0000000256,0,2
202502,ins202407040002,0000000130,0,2
202502,ins202406060001,0000000073,0,2
202502,ins202501210001,0000000531,0,2
202502,ins202410040001,0000000313,0,2
202502,ins202501160001,0000000521,0,2
202502,ins202409270001,0000000299,0,2
202502,ins202410060001,0000000317,0,2
202502,ins202409260001,0000000297,0,2
202502,ins202407010001,0000000123,0,2
202502,ins202408140001,0000000211,0,2
202502,ins202405110001,0000000021,0,2
202502,ins202406170001,0000000095,0,2
202502,ins202408200001,0000000223,0,2
202502,ins202406270001,0000000115,0,2
202502,ins202409210002,0000000288,0,2
202502,ins202408190002,0000000222,0,2
202502,ins202410010001,0000000307,0,2
202502,ins202407150002,0000000152,0,2
202502,ins202411200002,0000000408,0,2
202502,ins202408110001,0000000205,0,2
202502,ins202406090001,0000000079,0,2
202502,ins202411010001,0000000369,0,2
202502,ins202410180001,0000000341,0,2
202502,ins202408280001,0000000239,0,2
202502,ins202409280001,0000000301,0,2
202502,ins202409070001,0000000259,122,7
202502,ins202406280002,0000000118,122,7
202502,ins202408210002,0000000226,122,7
202502,ins202412070002,0000000442,122,7
202502,ins202411250002,0000000418,122,7
202502,ins202411150001,0000000397,122,7
202502,ins202409140002,0000000274,122,7
202502,ins202409020002,0000000250,122,7
202502,ins202405060002,0000000012,122,7
202502,ins202407280001,0000000177,122,7
202502,ins202406030002,0000000068,122,7
202502,ins202411280001,0000000423,122,7
202502,ins202412060001,0000000439,122,7
202502,ins202411210002,0000000410,122,7
202502,ins202411060002,0000000380,122,7
202502,ins202405200002,0000000040,122,7
202502,ins202408180001,0000000219,122,7
202502,ins202406160002,0000000094,122,7
202502,ins202405040001,0000000007,122,7
202502,ins202405140002,0000000028,122,7
202502,ins202408260001,0000000235,122,7
202502,ins202411160001,0000000399,122,7
202502,ins202406210002,0000000104,122,7
202502,ins202406030001,0000000067,122,7
202502,ins202409230002,0000000292,122,7
202502,ins202405260001,0000000051,122,7
202502,ins202409160002,0000000278,122,7
202502,ins202412140002,0000000456,122,7
202502,ins202412270001,0000000481,122,7
202502,ins202406040002,0000000070,122,7
202502,ins202407060001,0000000133,122,2
202502,ins202405240002,0000000048,122,2
202502,ins202406170002,0000000096,122,2
202502,ins202407290001,0000000179,122,2
202502,ins202409080002,0000000262,122,2
202502,ins202407170001,0000000155,122,2
202502,ins202412050002,0000000438,122,2
202502,ins202407270002,0000000176,122,2
202502,ins202408060002,0000000196,122,2
202502,ins202408150002,0000000214,122,2
202502,ins202406230001,0000000107,122,2
202502,ins202408270002,0000000238,122,2
202502,ins202405090001,0000000017,122,2
202502,ins202405180001,0000000035,122,2
202502,ins202407280002,0000000178,122,2
202502,ins202410170001,0000000339,122,2
202502,ins202406180002,0000000098,122,2
202502,ins202406210001,0000000103,122,2
202502,ins202408020002,0000000188,122,2
202502,ins202406100001,0000000081,122,2
202502,ins202408260002,0000000236,122,2
202502,ins202410140002,0000000334,122,2
202502,ins202410080001,0000000321,122,2
202502,ins202409120001,0000000269,122,2
202502,ins202408230002,0000000230,122,2
202502,ins202408100002,0000000204,122,2
202502,ins202408290002,0000000242,122,2
202502,ins202407130002,0000000148,122,2
202502,ins202410240001,0000000353,122,2
202502,ins202409250002,0000000296,122,2
202502,ins202412310002,0000000490,122,2
202502,ins202408040001,0000000191,122,2
202502,ins202405210002,0000000042,122,2
202502,ins202412280001,0000000483,122,2
202502,ins202406160001,0000000093,122,2
202502,ins202411260001,0000000419,122,2
202502,ins202409170002,0000000280,122,2
202502,ins202407130001,0000000147,122,2
202502,ins202411270002,0000000422,122,2
202502,ins202410130001,0000000331,122,2
202502,ins202406070001,0000000075,122,2
202502,ins202405010001,0000000001,122,2
202502,ins202407260002,0000000174,122,2
202502,ins202407190002,0000000160,122,2
202502,ins202410270001,0000000359,122,2
202502,ins202411230002,0000000414,122,2
202502,ins202412070001,0000000441,122,2
202502,ins202405170002,0000000034,122,2
202502,ins202406290002,0000000120,122,2
202502,ins202405300001,0000000059,122,2
202502,ins202409010001,0000000247,122,2
202502,ins202408050001,0000000193,122,2
202502,ins202405100001,0000000019,122,2
202502,ins202405180002,0000000036,122,2
202502,ins202410230002,0000000352,122,2
202502,ins202412020001,0000000431,122,2
202502,ins202410150001,0000000335,122,2
202502,ins202409180002,0000000282,122,2
202502,ins202410050001,0000000315,122,2
202502,ins202405190001,0000000037,122,2
202502,ins202408130001,0000000209,122,2
202502,ins202405290001,0000000057,122,2
202502,ins202411270001,0000000421,122,2
202502,ins202405200001,0000000039,122,2
202502,ins202412250001,0000000477,122,2
202502,ins202405120001,0000000023,122,2
202502,ins202405280002,0000000056,122,2
202502,ins202409220002,0000000290,122,2
202502,ins202410030002,0000000312,122,2
202502,ins202412160002,0000000460,122,2
202502,ins202409050001,0000000255,122,2
202502,ins202406300002,0000000122,122,2
202502,ins202407060002,0000000134,122,2
202502,ins202408170002,0000000218,122,2
202502,ins202405230002,0000000046,122,2
202502,ins202406200002,0000000102,122,2
202502,ins202406250001,0000000111,122,2
202502,ins202409240001,0000000293,122,2
202502,ins202408230001,0000000229,122,2
202502,ins202405150001,0000000029,122,2
202502,ins202407140001,0000000149,122,2
202502,ins202407110001,0000000143,122,2
202502,ins202405240001,0000000047,122,2
202502,ins202412110001,0000000449,122,2
202502,ins202408110002,0000000206,122,2
202502,ins202406180001,0000000097,122,2
202502,ins202405050001,0000000009,122,2
202502,ins202405090002,0000000018,122,2
202502,ins202406050002,0000000072,122,2
202502,ins202407090002,0000000140,122,2
202502,ins202408140002,0000000212,122,2
202502,ins202410090002,0000000324,122,2
202502,ins202408300002,0000000244,122,2
202502,ins202407220001,0000000165,122,2
202502,ins202407020001,0000000125,122,2
202502,ins202410250001,0000000355,122,2
202502,ins202409090001,0000000263,122,2
202502,ins202405280001,0000000055,122,2
202502,ins202411070002,0000000382,122,2
202502,ins202407260001,0000000173,122,2
202502,ins202406230002,0000000108,122,2
202502,ins202406270002,0000000116,122,2
202502,ins202407080001,0000000137,122,2
202502,ins202410180002,0000000342,122,2
202502,ins202408220002,0000000228,122,2
202502,ins202405300002,0000000060,122,2
202502,ins202408050002,0000000194,122,2
202502,ins202407180001,0000000157,122,2
202502,ins202406130002,0000000088,122,2
202502,ins202411050002,0000000378,122,2
202502,ins202408190001,0000000221,122,2
202502,ins202406300001,0000000121,122,2
202502,ins202409280002,0000000302,122,2
202502,ins202407140002,0000000150,122,3
202502,ins202408020001,0000000187,122,3
202502,ins202407200002,0000000162,122,3
202502,ins202406240002,0000000110,122,3
202502,ins202407250002,0000000172,122,3
202502,ins202407100002,0000000142,122,3
202502,ins202409040002,0000000254,122,3
202502,ins202407200001,0000000161,122,3
202502,ins202406150001,0000000091,122,3
202502,ins202406220002,0000000106,2,3
202502,ins202409020001,0000000249,2,4
202502,ins202407030001,0000000127,2,4
202502,ins202405020002,0000000004,2,4
202502,ins202405070001,0000000013,2,4
202502,ins202407270001,0000000175,2,4
202502,ins202407090001,0000000139,2,4
202502,ins202405050002,0000000010,2,4
202502,ins202406110001,0000000083,2,4
202502,ins202405130002,0000000026,3,4
202502,ins202406020002,0000000066,3,4
202502,ins202405230001,0000000045,3,4
202502,ins202405250001,0000000049,3,4
202502,ins202406060002,0000000074,3,4
202502,ins202405020001,0000000003,3,4
202502,ins202405150002,0000000030,3,5
202502,ins202405010002,0000000002,3,4
202502,ins202406010001,0000000063,3,4
202502,ins202405080001,0000000015,3,5
202502,ins202405270002,0000000054,3,5
202502,ins202405290002,0000000058,3,5
202502,ins202405220001,0000000043,3,5
202502,ins202405270001,0000000053,3,5
202503,ins202411100001,0000000387,0,1
202503,ins202405160002,0000000032,0,7
202503,ins202501060001,0000000501,0,1
202503,ins202412170001,0000000461,0,1
202503,ins202406080001,0000000077,0,1
202503,ins202412020002,0000000432,0,1
202503,ins202411040001,0000000375,0,1
202503,ins202412240002,0000000476,0,1
202503,ins202501260002,0000000542,0,1
202503,ins202407110002,0000000144,0,1
202503,ins202407310002,0000000184,0,1
202503,ins202501220002,0000000534,0,1
202503,ins202501260001,0000000541,0,1
202503,ins202410020001,0000000309,0,1
202503,ins202411230001,0000000413,0,1
202503,ins202411120002,0000000392,0,1
202503,ins202410080002,0000000322,0,1
202503,ins202501210002,0000000532,0,1
202503,ins202502270001,0000000605,0,1
202503,ins202410240002,0000000354,0,1
202503,ins202502270002,0000000606,0,1
202503,ins202407050002,0000000132,0,1
202503,ins202501230002,0000000536,0,1
202503,ins202411280001,0000000423,0,7
202503,ins202412030002,0000000434,0,1
202503,ins202501290002,0000000548,0,1
202503,ins202501120001,0000000513,0,1
202503,ins202407300002,0000000182,0,7
202503,ins202411290002,0000000426,0,1
202503,ins202502180002,0000000588,0,1
202503,ins202502240002,0000000600,0,1
202503,ins202501240001,0000000537,0,1
202503,ins202407040001,0000000129,0,1
202503,ins202411130001,0000000393,0,1
202503,ins202410210001,0000000347,0,1
202503,ins202502030002,0000000558,0,1
202503,ins202410110001,0000000327,0,1
202503,ins202412120002,0000000452,0,1
202503,ins202411210001,0000000409,0,1
202503,ins202412300001,0000000487,0,1
202503,ins202410230001,0000000351,0,1
202503,ins202502060002,0000000564,0,1
202503,ins202406140001,0000000089,0,1
202503,ins202412200002,0000000468,0,1
202503,ins202411290001,0000000425,0,1
202503,ins202411080001,0000000383,0,1
202503,ins202408010001,0000000185,0,1
202503,ins202502280001,0000000607,0,1
202503,ins202501200001,0000000529,0,1
202503,ins202412010002,0000000430,0,1
202503,ins202406010002,0000000064,0,1
202503,ins202501100001,0000000509,0,1
202503,ins202409150002,0000000276,0,1
202503,ins202412290001,0000000485,0,1
202503,ins202407210002,0000000164,0,1
202503,ins202502250002,0000000602,0,1
202503,ins202406290001,0000000119,0,1
202503,ins202408100001,0000000203,0,1
202503,ins202501130002,0000000516,0,1
202503,ins202405040002,0000000008,0,1
202503,ins202501280002,0000000546,0,1
202503,ins202407020002,0000000126,0,1
202503,ins202412190001,0000000465,0,1
202503,ins202409230001,0000000291,0,1
202503,ins202502130002,0000000578,0,1
202503,ins202410120001,0000000329,0,1
202503,ins202411190001,0000000405,0,1
202503,ins202410160002,0000000338,0,1
202503,ins202501050002,0000000500,0,1
202503,ins202409060002,0000000258,0,1
202503,ins202412260002,0000000480,0,1
202503,ins202406120001,0000000085,0,1
202503,ins202408160002,0000000216,0,1
202503,ins202411080002,0000000384,0,1
202503,ins202410190002,0000000344,0,1
202503,ins202410150002,0000000336,0,1
202503,ins202501010001,0000000491,0,1
202503,ins202409160001,0000000277,0,1
202503,ins202502200001,0000000591,0,1
202503,ins202412170002,0000000462,0,1
202503,ins202406240001,0000000109,0,1
202503,ins202412240001,0000000475,0,1
202503,ins202410280001,0000000361,0,1
202503,ins202501110001,0000000511,0,1
202503,ins202501030002,0000000496,0,1
202503,ins202405190002,0000000038,0,7
202503,ins202409270002,0000000300,0,1
202503,ins202501040002,0000000498,0,1
202503,ins202501050001,0000000499,0,1
202503,ins202502080002,0000000568,0,1
202503,ins202411160002,0000000400,0,1
202503,ins202410100001,0000000325,0,1
202503,ins202411110002,0000000390,0,1
202503,ins202501060002,0000000502,0,1
202503,ins202412150002,0000000458,0,1
202503,ins202501150001,0000000519,0,1
202503,ins202412210002,0000000470,0,1
202503,ins202411020002,0000000372,0,1
202503,ins202407100001,0000000141,0,1
202503,ins202411130002,0000000394,0,1
202503,ins202409190001,0000000283,0,1
202503,ins202407160002,0000000154,0,1
202503,ins202411110001,0000000389,0,1
202503,ins202502170002,0000000586,0,1
202503,ins202412250002,0000000478,0,1
202503,ins202410310002,0000000368,0,1
202503,ins202409190002,0000000284,0,1
202503,ins202411120001,0000000391,0,1
202503,ins202411200001,0000000407,0,1
202503,ins202411050001,0000000377,0,1
202503,ins202412140001,0000000455,0,1
202503,ins202411170001,0000000401,0,1
202503,ins202408030002,0000000190,0,1
202503,ins202411180002,0000000404,0,1
202503,ins202411210002,0000000410,0,7
202503,ins202410060002,0000000318,0,7
202503,ins202502110002,0000000574,0,1
202503,ins202412220001,0000000471,0,1
202503,ins202408240001,0000000231,0,1
202503,ins202412070002,0000000442,0,7
202503,ins202410290002,0000000364,0,1
202503,ins202412080002,0000000444,0,1
202503,ins202409260002,0000000298,0,1
202503,ins202502010001,0000000553,0,1
202503,ins202405160001,0000000031,0,1
202503,ins202411030001,0000000373,0,1
202503,ins202409100001,0000000265,0,1
202503,ins202501150002,0000000520,0,1
202503,ins202502060001,0000000563,0,1
202503,ins202408210001,0000000225,0,7
202503,ins202502130001,0000000577,0,1
202503,ins202408070002,0000000198,0,7
202503,ins202501100002,0000000510,0,1
202503,ins202412280002,0000000484,0,1
202503,ins202412060001,0000000439,0,7
202503,ins202411090002,0000000386,0,1
202503,ins202405100002,0000000020,0,7
202503,ins202410070001,0000000319,0,1
202503,ins202410300001,0000000365,0,7
202503,ins202412010001,0000000429,0,1
202503,ins202410310001,0000000367,0,1
202503,ins202410200001,0000000345,0,1
202503,ins202502220002,0000000596,0,1
202503,ins202411040002,0000000376,0,1
202503,ins202502020001,0000000555,0,1
202503,ins202501180001,0000000525,0,1
202503,ins202408120001,0000000207,0,1
202503,ins202410280002,0000000362,0,1
202503,ins202411220001,0000000411,0,1
202503,ins202410210002,0000000348,0,1
202503,ins202501110002,0000000512,0,1
202503,ins202501300002,0000000550,0,1
202503,ins202408030001,0000000189,0,1
202503,ins202409300001,0000000305,0,1
202503,ins202407120001,0000000145,0,1
202503,ins202407150001,0000000151,0,1
202503,ins202406020001,0000000065,0,1
202503,ins202501250001,0000000539,0,1
202503,ins202411100002,0000000388,0,1
202503,ins202502150002,0000000582,0,1
202503,ins202501080002,0000000506,0,1
202503,ins202406250002,0000000112,0,7
202503,ins202409140001,0000000273,0,1
202503,ins202502100002,0000000572,0,1
202503,ins202411250002,0000000418,0,7
202503,ins202410170002,0000000340,0,1
202503,ins202502100001,0000000571,0,1
202503,ins202407180002,0000000158,0,1
202503,ins202412270001,0000000481,0,7
202503,ins202502050002,0000000562,0,1
202503,ins202407310001,0000000183,0,1
202503,ins202502230001,0000000597,0,1
202503,ins202405110002,0000000022,0,1
202503,ins202411150002,0000000398,0,1
202503,ins202409030002,0000000252,0,1
202503,ins202405070002,0000000014,0,1
202503,ins202412050001,0000000437,0,1
202503,ins202502210001,0000000593,0,1
202503,ins202501130001,0000000515,0,1
202503,ins202410270002,0000000360,0,1
202503,ins202412210001,0000000469,0,1
202503,ins202411170002,0000000402,0,1
202503,ins202408130002,0000000210,0,7
202503,ins202502030001,0000000557,0,1
202503,ins202501140002,0000000518,0,1
202503,ins202411060001,0000000379,0,7
202503,ins202501250002,0000000540,0,1
202503,ins202412130002,0000000454,0,1
202503,ins202409230002,0000000292,0,7
202503,ins202409290001,0000000303,0,1
202503,ins202409150001,0000000275,0,1
202503,ins202410120002,0000000330,0,1
202503,ins202412100002,0000000448,0,1
202503,ins202501220001,0000000533,0,1
202503,ins202502080001,0000000567,0,1
202503,ins202409160002,0000000278,0,7
202503,ins202410050002,0000000316,0,1
202503,ins202410140001,0000000333,0,1
202503,ins202408250002,0000000234,0,1
202503,ins202409220001,0000000289,0,1
202503,ins202408280002,0000000240,0,7
202503,ins202502110001,0000000573,0,1
202503,ins202410090001,0000000323,0,1
202503,ins202408310001,0000000245,0,1
202503,ins202406260001,0000000113,0,1
202503,ins202409070001,0000000259,0,7
202503,ins202409060001,0000000257,0,7
202503,ins202501080001,0000000505,0,1
202503,ins202407160001,0000000153,0,1
202503,ins202407170002,0000000156,0,1
202503,ins202501020002,0000000494,0,1
202503,ins202411190002,0000000406,0,1
202503,ins202408250001,0000000233,0,1
202503,ins202412230001,0000000473,0,1
202503,ins202408090001,0000000201,0,1
202503,ins202412130001,0000000453,0,1
202503,ins202502240001,0000000599,0,1
202503,ins202408150001,0000000213,0,1
202503,ins202408010002,0000000186,0,1
202503,ins202409010002,0000000248,0,1
202503,ins202502120001,0000000575,0,1
202503,ins202406080002,0000000078,0,1
202503,ins202502090001,0000000569,0,1
202503,ins202412140002,0000000456,0,7
202503,ins202411180001,0000000403,0,1
202503,ins202411260002,0000000420,0,1
202503,ins202407030002,0000000128,0,7
202503,ins202409130002,0000000272,0,1
202503,ins202408310002,0000000246,0,7
202503,ins202502260002,0000000604,0,1
202503,ins202407050001,0000000131,0,1
202503,ins202501310001,0000000551,0,1
202503,ins202412080001,0000000443,0,1
202503,ins202412290002,0000000486,0,1
202503,ins202411030002,0000000374,0,1
202503,ins202409200002,0000000286,0,1
202503,ins202410200002,0000000346,0,1
202503,ins202407010002,0000000124,0,1
202503,ins202410070002,0000000320,0,1
202503,ins202409040001,0000000253,0,7
202503,ins202412180001,0000000463,0,1
202503,ins202501290001,0000000547,0,1
202503,ins202406040001,0000000069,0,1
202503,ins202410220002,0000000350,0,1
202503,ins202502220001,0000000595,0,1
202503,ins202502200002,0000000592,0,1
202503,ins202411010002,0000000370,0,1
202503,ins202411070001,0000000381,0,1
202503,ins202502020002,0000000556,0,1
202503,ins202408210002,0000000226,0,7
202503,ins202407230001,0000000167,0,1
202503,ins202412230002,0000000474,0,1
202503,ins202409110002,0000000268,0,1
202503,ins202407240001,0000000169,0,1
202503,ins202502140001,0000000579,0,1
202503,ins202411300001,0000000427,0,1
202503,ins202501160002,0000000522,0,1
202503,ins202501270001,0000000543,0,1
202503,ins202409250001,0000000295,0,1
202503,ins202502280002,0000000608,0,1
202503,ins202502170001,0000000585,0,1
202503,ins202410260002,0000000358,0,1
202503,ins202412120001,0000000451,0,1
202503,ins202502070002,0000000566,0,1
202503,ins202410190001,0000000343,0,1
202503,ins202405060002,0000000012,0,7
202503,ins202410260001,0000000357,0,1
202503,ins202501190001,0000000527,0,1
202503,ins202501010002,0000000492,0,1
202503,ins202409080001,0000000261,0,7
202503,ins202409070002,0000000260,0,1
202503,ins202410290001,0000000363,0,1
202503,ins202412270002,0000000482,0,1
202503,ins202502190001,0000000589,0,1
202503,ins202408180001,0000000219,0,7
202503,ins202411240001,0000000415,0,1
202503,ins202410020002,0000000310,0,7
202503,ins202406070002,0000000076,0,7
202503,ins202406280002,0000000118,0,7
202503,ins202412200001,0000000467,0,1
202503,ins202501270002,0000000544,0,1
202503,ins202412030001,0000000433,0,1
202503,ins202412090002,0000000446,0,1
202503,ins202501020001,0000000493,0,1
202503,ins202501120002,0000000514,0,1
202503,ins202412260001,0000000479,0,1
202503,ins202412220002,0000000472,0,1
202503,ins202411160001,0000000399,0,7
202503,ins202405260002,0000000052,0,7
202503,ins202411150001,0000000397,0,7
202503,ins202409100002,0000000266,0,7
202503,ins202501240002,0000000538,0,1
202503,ins202409290002,0000000304,0,1
202503,ins202412310001,0000000489,0,1
202503,ins202411250001,0000000417,0,1
202503,ins202410220001,0000000349,0,1
202503,ins202409240002,0000000294,0,1
202503,ins202411140002,0000000396,0,1
202503,ins202405310002,0000000062,0,1
202503,ins202406150002,0000000092,0,1
202503,ins202407220002,0000000166,0,7
202503,ins202408040002,0000000192,0,1
202503,ins202412090001,0000000445,0,1
202503,ins202408180002,0000000220,0,1
202503,ins202410010002,0000000308,0,1
202503,ins202409030001,0000000251,0,1
202503,ins202408090002,0000000202,0,1
202503,ins202501030001,0000000495,0,1
202503,ins202412190002,0000000466,0,1
202503,ins202410300002,0000000366,0,7
202503,ins202502040002,0000000560,0,1
202503,ins202412040001,0000000435,0,1
202503,ins202501170001,0000000523,0,1
202503,ins202408080001,0000000199,0,1
202503,ins202406140002,0000000090,0,1
202503,ins202502070001,0000000565,0,1
202503,ins202407290002,0000000180,0,1
202503,ins202411020001,0000000371,0,1
202503,ins202406210002,0000000104,0,7
202503,ins202502150001,0000000581,0,1
202503,ins202502160002,0000000584,0,1
202503,ins202406110002,0000000084,0,1
202503,ins202502050001,0000000561,0,1
202503,ins202502260001,0000000603,0,2
202503,ins202405130001,0000000025,0,7
202503,ins202405210001,0000000041,0,1
202503,ins202410160001,0000000337,0,1
202503,ins202501170002,0000000524,0,1
202503,ins202406120002,0000000086,0,1
202503,ins202408160001,0000000215,0,1
202503,ins202407280001,0000000177,0,7
202503,ins202412060002,0000000440,0,1
202503,ins202502040001,0000000559,0,2
202503,ins202502140002,0000000580,0,2
202503,ins202407190001,0000000159,0,1
