feature_name,feature_family,source_columns,formula,description,availability_time,source_window,uses_target,uses_future_behavior,allowed_for_origination_pd,allowed_for_behavioral_pd,allowed_for_profit,leakage_risk,reason_if_not_allowed_for_pd
act_dueutl_intercept_6m,F2,"act_dueutl_m2,act_dueutl_m3,act_dueutl_m4,act_dueutl_m5,act_dueutl_m6","intercept(linfit(act_dueutl, m2-m6))",linear trend intercept of act_dueutl over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_dueutl_r2_6m,F2,"act_dueutl_m2,act_dueutl_m3,act_dueutl_m4,act_dueutl_m5,act_dueutl_m6","r2(linfit(act_dueutl, m2-m6))",linear trend r2 of act_dueutl over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_dueutl_slope_12m,F2,"act_dueutl_m2,act_dueutl_m3,act_dueutl_m4,act_dueutl_m5,act_dueutl_m6,act_dueutl_m7,act_dueutl_m8,act_dueutl_m9,act_dueutl_m10,act_dueutl_m11,act_dueutl_m12","slope(linfit(act_dueutl, m2-m12))",linear trend slope of act_dueutl over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_dueutl_intercept_12m,F2,"act_dueutl_m2,act_dueutl_m3,act_dueutl_m4,act_dueutl_m5,act_dueutl_m6,act_dueutl_m7,act_dueutl_m8,act_dueutl_m9,act_dueutl_m10,act_dueutl_m11,act_dueutl_m12","intercept(linfit(act_dueutl, m2-m12))",linear trend intercept of act_dueutl over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_dueutl_r2_12m,F2,"act_dueutl_m2,act_dueutl_m3,act_dueutl_m4,act_dueutl_m5,act_dueutl_m6,act_dueutl_m7,act_dueutl_m8,act_dueutl_m9,act_dueutl_m10,act_dueutl_m11,act_dueutl_m12","r2(linfit(act_dueutl, m2-m12))",linear trend r2 of act_dueutl over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_cc_slope_3m,F2,"act_cc_m1,act_cc_m2,act_cc_m3","slope(linfit(act_cc, m1-m3))",linear trend slope of act_cc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cc_intercept_3m,F2,"act_cc_m1,act_cc_m2,act_cc_m3","intercept(linfit(act_cc, m1-m3))",linear trend intercept of act_cc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cc_r2_3m,F2,"act_cc_m1,act_cc_m2,act_cc_m3","r2(linfit(act_cc, m1-m3))",linear trend r2 of act_cc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cc_slope_6m,F2,"act_cc_m1,act_cc_m2,act_cc_m3,act_cc_m4,act_cc_m5,act_cc_m6","slope(linfit(act_cc, m1-m6))",linear trend slope of act_cc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cc_intercept_6m,F2,"act_cc_m1,act_cc_m2,act_cc_m3,act_cc_m4,act_cc_m5,act_cc_m6","intercept(linfit(act_cc, m1-m6))",linear trend intercept of act_cc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cc_r2_6m,F2,"act_cc_m1,act_cc_m2,act_cc_m3,act_cc_m4,act_cc_m5,act_cc_m6","r2(linfit(act_cc, m1-m6))",linear trend r2 of act_cc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cc_slope_12m,F2,"act_cc_m1,act_cc_m2,act_cc_m3,act_cc_m4,act_cc_m5,act_cc_m6,act_cc_m7,act_cc_m8,act_cc_m9,act_cc_m10,act_cc_m11,act_cc_m12","slope(linfit(act_cc, m1-m12))",linear trend slope of act_cc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_cc_intercept_12m,F2,"act_cc_m1,act_cc_m2,act_cc_m3,act_cc_m4,act_cc_m5,act_cc_m6,act_cc_m7,act_cc_m8,act_cc_m9,act_cc_m10,act_cc_m11,act_cc_m12","intercept(linfit(act_cc, m1-m12))",linear trend intercept of act_cc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_cc_r2_12m,F2,"act_cc_m1,act_cc_m2,act_cc_m3,act_cc_m4,act_cc_m5,act_cc_m6,act_cc_m7,act_cc_m8,act_cc_m9,act_cc_m10,act_cc_m11,act_cc_m12","r2(linfit(act_cc, m1-m12))",linear trend r2 of act_cc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_dueinc_slope_3m,F2,"act_dueinc_m2,act_dueinc_m3","slope(linfit(act_dueinc, m2-m3))",linear trend slope of act_dueinc over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_dueinc_intercept_3m,F2,"act_dueinc_m2,act_dueinc_m3","intercept(linfit(act_dueinc, m2-m3))",linear trend intercept of act_dueinc over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_dueinc_r2_3m,F2,"act_dueinc_m2,act_dueinc_m3","r2(linfit(act_dueinc, m2-m3))",linear trend r2 of act_dueinc over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_dueinc_slope_6m,F2,"act_dueinc_m2,act_dueinc_m3,act_dueinc_m4,act_dueinc_m5,act_dueinc_m6","slope(linfit(act_dueinc, m2-m6))",linear trend slope of act_dueinc over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_dueinc_intercept_6m,F2,"act_dueinc_m2,act_dueinc_m3,act_dueinc_m4,act_dueinc_m5,act_dueinc_m6","intercept(linfit(act_dueinc, m2-m6))",linear trend intercept of act_dueinc over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_dueinc_r2_6m,F2,"act_dueinc_m2,act_dueinc_m3,act_dueinc_m4,act_dueinc_m5,act_dueinc_m6","r2(linfit(act_dueinc, m2-m6))",linear trend r2 of act_dueinc over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_dueinc_slope_12m,F2,"act_dueinc_m2,act_dueinc_m3,act_dueinc_m4,act_dueinc_m5,act_dueinc_m6,act_dueinc_m7,act_dueinc_m8,act_dueinc_m9,act_dueinc_m10,act_dueinc_m11,act_dueinc_m12","slope(linfit(act_dueinc, m2-m12))",linear trend slope of act_dueinc over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_dueinc_intercept_12m,F2,"act_dueinc_m2,act_dueinc_m3,act_dueinc_m4,act_dueinc_m5,act_dueinc_m6,act_dueinc_m7,act_dueinc_m8,act_dueinc_m9,act_dueinc_m10,act_dueinc_m11,act_dueinc_m12","intercept(linfit(act_dueinc, m2-m12))",linear trend intercept of act_dueinc over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_dueinc_r2_12m,F2,"act_dueinc_m2,act_dueinc_m3,act_dueinc_m4,act_dueinc_m5,act_dueinc_m6,act_dueinc_m7,act_dueinc_m8,act_dueinc_m9,act_dueinc_m10,act_dueinc_m11,act_dueinc_m12","r2(linfit(act_dueinc, m2-m12))",linear trend r2 of act_dueinc over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_days_slope_3m,F2,"act_days_m2,act_days_m3","slope(linfit(act_days, m2-m3))",linear trend slope of act_days over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_days_intercept_3m,F2,"act_days_m2,act_days_m3","intercept(linfit(act_days, m2-m3))",linear trend intercept of act_days over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_days_r2_3m,F2,"act_days_m2,act_days_m3","r2(linfit(act_days, m2-m3))",linear trend r2 of act_days over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_days_slope_6m,F2,"act_days_m2,act_days_m3,act_days_m4,act_days_m5,act_days_m6","slope(linfit(act_days, m2-m6))",linear trend slope of act_days over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_days_intercept_6m,F2,"act_days_m2,act_days_m3,act_days_m4,act_days_m5,act_days_m6","intercept(linfit(act_days, m2-m6))",linear trend intercept of act_days over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_days_r2_6m,F2,"act_days_m2,act_days_m3,act_days_m4,act_days_m5,act_days_m6","r2(linfit(act_days, m2-m6))",linear trend r2 of act_days over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_days_slope_12m,F2,"act_days_m2,act_days_m3,act_days_m4,act_days_m5,act_days_m6,act_days_m7,act_days_m8,act_days_m9,act_days_m10,act_days_m11,act_days_m12","slope(linfit(act_days, m2-m12))",linear trend slope of act_days over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_days_intercept_12m,F2,"act_days_m2,act_days_m3,act_days_m4,act_days_m5,act_days_m6,act_days_m7,act_days_m8,act_days_m9,act_days_m10,act_days_m11,act_days_m12","intercept(linfit(act_days, m2-m12))",linear trend intercept of act_days over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_days_r2_12m,F2,"act_days_m2,act_days_m3,act_days_m4,act_days_m5,act_days_m6,act_days_m7,act_days_m8,act_days_m9,act_days_m10,act_days_m11,act_days_m12","r2(linfit(act_days, m2-m12))",linear trend r2 of act_days over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_loaninc_slope_3m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3","slope(linfit(act_loaninc, m1-m3))",linear trend slope of act_loaninc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_loaninc_intercept_3m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3","intercept(linfit(act_loaninc, m1-m3))",linear trend intercept of act_loaninc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_loaninc_r2_3m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3","r2(linfit(act_loaninc, m1-m3))",linear trend r2 of act_loaninc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_loaninc_slope_6m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3,act_loaninc_m4,act_loaninc_m5,act_loaninc_m6","slope(linfit(act_loaninc, m1-m6))",linear trend slope of act_loaninc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_loaninc_intercept_6m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3,act_loaninc_m4,act_loaninc_m5,act_loaninc_m6","intercept(linfit(act_loaninc, m1-m6))",linear trend intercept of act_loaninc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_loaninc_r2_6m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3,act_loaninc_m4,act_loaninc_m5,act_loaninc_m6","r2(linfit(act_loaninc, m1-m6))",linear trend r2 of act_loaninc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_loaninc_slope_12m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3,act_loaninc_m4,act_loaninc_m5,act_loaninc_m6,act_loaninc_m7,act_loaninc_m8,act_loaninc_m9,act_loaninc_m10,act_loaninc_m11,act_loaninc_m12","slope(linfit(act_loaninc, m1-m12))",linear trend slope of act_loaninc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_loaninc_intercept_12m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3,act_loaninc_m4,act_loaninc_m5,act_loaninc_m6,act_loaninc_m7,act_loaninc_m8,act_loaninc_m9,act_loaninc_m10,act_loaninc_m11,act_loaninc_m12","intercept(linfit(act_loaninc, m1-m12))",linear trend intercept of act_loaninc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_loaninc_r2_12m,F2,"act_loaninc_m1,act_loaninc_m2,act_loaninc_m3,act_loaninc_m4,act_loaninc_m5,act_loaninc_m6,act_loaninc_m7,act_loaninc_m8,act_loaninc_m9,act_loaninc_m10,act_loaninc_m11,act_loaninc_m12","r2(linfit(act_loaninc, m1-m12))",linear trend r2 of act_loaninc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
coll_status_slope_3m,F2,"coll_status_m2,coll_status_m3","slope(linfit(coll_status, m2-m3))",linear trend slope of coll_status over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
coll_status_intercept_3m,F2,"coll_status_m2,coll_status_m3","intercept(linfit(coll_status, m2-m3))",linear trend intercept of coll_status over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
coll_status_r2_3m,F2,"coll_status_m2,coll_status_m3","r2(linfit(coll_status, m2-m3))",linear trend r2 of coll_status over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
coll_status_slope_6m,F2,"coll_status_m2,coll_status_m3,coll_status_m4,coll_status_m5,coll_status_m6","slope(linfit(coll_status, m2-m6))",linear trend slope of coll_status over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
coll_status_intercept_6m,F2,"coll_status_m2,coll_status_m3,coll_status_m4,coll_status_m5,coll_status_m6","intercept(linfit(coll_status, m2-m6))",linear trend intercept of coll_status over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
coll_status_r2_6m,F2,"coll_status_m2,coll_status_m3,coll_status_m4,coll_status_m5,coll_status_m6","r2(linfit(coll_status, m2-m6))",linear trend r2 of coll_status over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
coll_status_slope_12m,F2,"coll_status_m2,coll_status_m3,coll_status_m4,coll_status_m5,coll_status_m6,coll_status_m7,coll_status_m8,coll_status_m9,coll_status_m10,coll_status_m11,coll_status_m12","slope(linfit(coll_status, m2-m12))",linear trend slope of coll_status over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
coll_status_intercept_12m,F2,"coll_status_m2,coll_status_m3,coll_status_m4,coll_status_m5,coll_status_m6,coll_status_m7,coll_status_m8,coll_status_m9,coll_status_m10,coll_status_m11,coll_status_m12","intercept(linfit(coll_status, m2-m12))",linear trend intercept of coll_status over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
coll_status_r2_12m,F2,"coll_status_m2,coll_status_m3,coll_status_m4,coll_status_m5,coll_status_m6,coll_status_m7,coll_status_m8,coll_status_m9,coll_status_m10,coll_status_m11,coll_status_m12","r2(linfit(coll_status, m2-m12))",linear trend r2 of coll_status over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_seniority_slope_3m,F2,"act_cus_seniority_m2,act_cus_seniority_m3","slope(linfit(act_cus_seniority, m2-m3))",linear trend slope of act_cus_seniority over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_seniority_intercept_3m,F2,"act_cus_seniority_m2,act_cus_seniority_m3","intercept(linfit(act_cus_seniority, m2-m3))",linear trend intercept of act_cus_seniority over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_seniority_r2_3m,F2,"act_cus_seniority_m2,act_cus_seniority_m3","r2(linfit(act_cus_seniority, m2-m3))",linear trend r2 of act_cus_seniority over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_seniority_slope_6m,F2,"act_cus_seniority_m2,act_cus_seniority_m3,act_cus_seniority_m4,act_cus_seniority_m5,act_cus_seniority_m6","slope(linfit(act_cus_seniority, m2-m6))",linear trend slope of act_cus_seniority over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_seniority_intercept_6m,F2,"act_cus_seniority_m2,act_cus_seniority_m3,act_cus_seniority_m4,act_cus_seniority_m5,act_cus_seniority_m6","intercept(linfit(act_cus_seniority, m2-m6))",linear trend intercept of act_cus_seniority over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_seniority_r2_6m,F2,"act_cus_seniority_m2,act_cus_seniority_m3,act_cus_seniority_m4,act_cus_seniority_m5,act_cus_seniority_m6","r2(linfit(act_cus_seniority, m2-m6))",linear trend r2 of act_cus_seniority over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_seniority_slope_12m,F2,"act_cus_seniority_m2,act_cus_seniority_m3,act_cus_seniority_m4,act_cus_seniority_m5,act_cus_seniority_m6","slope(linfit(act_cus_seniority, m2-m6))",linear trend slope of act_cus_seniority over 12m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (12m)
act_cus_seniority_intercept_12m,F2,"act_cus_seniority_m2,act_cus_seniority_m3,act_cus_seniority_m4,act_cus_seniority_m5,act_cus_seniority_m6","intercept(linfit(act_cus_seniority, m2-m6))",linear trend intercept of act_cus_seniority over 12m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (12m)
act_cus_seniority_r2_12m,F2,"act_cus_seniority_m2,act_cus_seniority_m3,act_cus_seniority_m4,act_cus_seniority_m5,act_cus_seniority_m6","r2(linfit(act_cus_seniority, m2-m6))",linear trend r2 of act_cus_seniority over 12m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (12m)
act_cus_utl_slope_3m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3","slope(linfit(act_cus_utl, m1-m3))",linear trend slope of act_cus_utl over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_utl_intercept_3m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3","intercept(linfit(act_cus_utl, m1-m3))",linear trend intercept of act_cus_utl over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_utl_r2_3m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3","r2(linfit(act_cus_utl, m1-m3))",linear trend r2 of act_cus_utl over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_utl_slope_6m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3,act_cus_utl_m4,act_cus_utl_m5,act_cus_utl_m6","slope(linfit(act_cus_utl, m1-m6))",linear trend slope of act_cus_utl over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_utl_intercept_6m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3,act_cus_utl_m4,act_cus_utl_m5,act_cus_utl_m6","intercept(linfit(act_cus_utl, m1-m6))",linear trend intercept of act_cus_utl over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_utl_r2_6m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3,act_cus_utl_m4,act_cus_utl_m5,act_cus_utl_m6","r2(linfit(act_cus_utl, m1-m6))",linear trend r2 of act_cus_utl over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_utl_slope_12m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3,act_cus_utl_m4,act_cus_utl_m5,act_cus_utl_m6,act_cus_utl_m7,act_cus_utl_m8,act_cus_utl_m9,act_cus_utl_m10,act_cus_utl_m11,act_cus_utl_m12","slope(linfit(act_cus_utl, m1-m12))",linear trend slope of act_cus_utl over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_utl_intercept_12m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3,act_cus_utl_m4,act_cus_utl_m5,act_cus_utl_m6,act_cus_utl_m7,act_cus_utl_m8,act_cus_utl_m9,act_cus_utl_m10,act_cus_utl_m11,act_cus_utl_m12","intercept(linfit(act_cus_utl, m1-m12))",linear trend intercept of act_cus_utl over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_utl_r2_12m,F2,"act_cus_utl_m1,act_cus_utl_m2,act_cus_utl_m3,act_cus_utl_m4,act_cus_utl_m5,act_cus_utl_m6,act_cus_utl_m7,act_cus_utl_m8,act_cus_utl_m9,act_cus_utl_m10,act_cus_utl_m11,act_cus_utl_m12","r2(linfit(act_cus_utl, m1-m12))",linear trend r2 of act_cus_utl over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_dueutl_slope_3m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3","slope(linfit(act_cus_dueutl, m2-m3))",linear trend slope of act_cus_dueutl over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_dueutl_intercept_3m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3","intercept(linfit(act_cus_dueutl, m2-m3))",linear trend intercept of act_cus_dueutl over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_dueutl_r2_3m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3","r2(linfit(act_cus_dueutl, m2-m3))",linear trend r2 of act_cus_dueutl over 3m,post-origination,m2-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_dueutl_slope_6m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3,act_cus_dueutl_m4,act_cus_dueutl_m5,act_cus_dueutl_m6","slope(linfit(act_cus_dueutl, m2-m6))",linear trend slope of act_cus_dueutl over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_dueutl_intercept_6m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3,act_cus_dueutl_m4,act_cus_dueutl_m5,act_cus_dueutl_m6","intercept(linfit(act_cus_dueutl, m2-m6))",linear trend intercept of act_cus_dueutl over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_dueutl_r2_6m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3,act_cus_dueutl_m4,act_cus_dueutl_m5,act_cus_dueutl_m6","r2(linfit(act_cus_dueutl, m2-m6))",linear trend r2 of act_cus_dueutl over 6m,post-origination,m2-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_dueutl_slope_12m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3,act_cus_dueutl_m4,act_cus_dueutl_m5,act_cus_dueutl_m6,act_cus_dueutl_m7,act_cus_dueutl_m8,act_cus_dueutl_m9,act_cus_dueutl_m10,act_cus_dueutl_m11,act_cus_dueutl_m12","slope(linfit(act_cus_dueutl, m2-m12))",linear trend slope of act_cus_dueutl over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_dueutl_intercept_12m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3,act_cus_dueutl_m4,act_cus_dueutl_m5,act_cus_dueutl_m6,act_cus_dueutl_m7,act_cus_dueutl_m8,act_cus_dueutl_m9,act_cus_dueutl_m10,act_cus_dueutl_m11,act_cus_dueutl_m12","intercept(linfit(act_cus_dueutl, m2-m12))",linear trend intercept of act_cus_dueutl over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_dueutl_r2_12m,F2,"act_cus_dueutl_m2,act_cus_dueutl_m3,act_cus_dueutl_m4,act_cus_dueutl_m5,act_cus_dueutl_m6,act_cus_dueutl_m7,act_cus_dueutl_m8,act_cus_dueutl_m9,act_cus_dueutl_m10,act_cus_dueutl_m11,act_cus_dueutl_m12","r2(linfit(act_cus_dueutl, m2-m12))",linear trend r2 of act_cus_dueutl over 12m,post-origination,m2-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_cc_slope_3m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3","slope(linfit(act_cus_cc, m1-m3))",linear trend slope of act_cus_cc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_cc_intercept_3m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3","intercept(linfit(act_cus_cc, m1-m3))",linear trend intercept of act_cus_cc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_cc_r2_3m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3","r2(linfit(act_cus_cc, m1-m3))",linear trend r2 of act_cus_cc over 3m,post-origination,m1-m3,False,True,False,True,False,medium,early-window trend (m1-m3)
act_cus_cc_slope_6m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3,act_cus_cc_m4,act_cus_cc_m5,act_cus_cc_m6","slope(linfit(act_cus_cc, m1-m6))",linear trend slope of act_cus_cc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_cc_intercept_6m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3,act_cus_cc_m4,act_cus_cc_m5,act_cus_cc_m6","intercept(linfit(act_cus_cc, m1-m6))",linear trend intercept of act_cus_cc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_cc_r2_6m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3,act_cus_cc_m4,act_cus_cc_m5,act_cus_cc_m6","r2(linfit(act_cus_cc, m1-m6))",linear trend r2 of act_cus_cc over 6m,post-origination,m1-m6,False,True,False,False,False,high,late-window trend (6m)
act_cus_cc_slope_12m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3,act_cus_cc_m4,act_cus_cc_m5,act_cus_cc_m6,act_cus_cc_m7,act_cus_cc_m8,act_cus_cc_m9,act_cus_cc_m10,act_cus_cc_m11,act_cus_cc_m12","slope(linfit(act_cus_cc, m1-m12))",linear trend slope of act_cus_cc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_cc_intercept_12m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3,act_cus_cc_m4,act_cus_cc_m5,act_cus_cc_m6,act_cus_cc_m7,act_cus_cc_m8,act_cus_cc_m9,act_cus_cc_m10,act_cus_cc_m11,act_cus_cc_m12","intercept(linfit(act_cus_cc, m1-m12))",linear trend intercept of act_cus_cc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
act_cus_cc_r2_12m,F2,"act_cus_cc_m1,act_cus_cc_m2,act_cus_cc_m3,act_cus_cc_m4,act_cus_cc_m5,act_cus_cc_m6,act_cus_cc_m7,act_cus_cc_m8,act_cus_cc_m9,act_cus_cc_m10,act_cus_cc_m11,act_cus_cc_m12","r2(linfit(act_cus_cc, m1-m12))",linear trend r2 of act_cus_cc over 12m,post-origination,m1-m12,False,True,False,False,False,high,late-window trend (12m)
app_spendings_to_app_income,F3,"app_spendings,app_income",app_spendings / app_income,app_spendings / app_income,origination,static,False,False,True,True,False,low,
app_number_of_children_to_age,F3,"app_number_of_children,act_age",app_number_of_children / act_age,app_number_of_children / act_age,origination,static,False,False,True,True,False,low,
log_app_income,F3,app_income,log1p(app_income),log1p(app_income),origination,static,False,False,True,True,False,low,
log_age,F3,act_age,log1p(act_age),log1p(act_age),origination,static,False,False,True,True,False,low,
loan_amount_to_income,F3,"loan_amount,app_income",loan_amount / app_income,loan_amount / app_income,origination,static,False,False,False,False,True,medium,loan-term/duration component
installment_to_income,F3,"installment,app_income",installment / app_income,installment / app_income,origination,static,False,False,False,False,True,medium,loan-term/duration component
loan_amount_to_age,F3,"loan_amount,act_age",loan_amount / act_age,loan_amount / act_age,origination,static,False,False,False,False,True,medium,loan-term/duration component
tenor_in_years,F3,n_installments,n_installments / 12,n_installments / 12,origination,static,False,False,False,False,True,medium,loan-term/duration component
act_due_m2_to_loan_amount,F3,"act_due_m2,loan_amount",act_due_m2 / loan_amount,act_due_m2 / loan_amount,post-origination,m2,False,True,False,False,True,medium,loan-term/duration component
